well_id,ym,qgi_Mscfd,qo_STBd,qw_STBd,water_cut_frac,Pres_psi,GOR_scfSTB,Pwh_psi,Pbh_psi,glift_eff,mix_dens_lbft3,depth_ft,perm_mD,API_gravity,visc_cp
ND-001,2022-08,14.03225806451613,19.948387096774198,67.66451612903225,0.7736354838709677,2720.738709677419,623.1225806451613,109.2935483870968,2557.5032258064516,1.2770322580645161,60.53258064516129,9205.7,270.6,28.64,1.826
ND-001,2022-09,18.292333333333332,22.633333333333336,77.95,0.7773266666666667,2716.6,621.9666666666667,111.39,2553.5999999999995,1.2566,60.549000000000014,9210.4,288.4,28.64,1.804
ND-001,2022-10,21.620645161290323,26.161290322580644,91.84516129032258,0.7773000000000001,2710.7000000000003,626.3806451612904,111.96451612903226,2548.064516129033,1.1661935483870969,60.54483870967742,9199.4,289.0,28.64,1.8
ND-001,2022-11,22.92866666666667,27.593333333333337,94.97666666666666,0.7745599999999999,2704.6800000000003,626.0266666666664,122.48666666666665,2542.3966666666674,1.2341000000000002,60.50766666666666,9223.5,282.8,28.57,1.938
ND-001,2022-12,43.20580645161291,42.6741935483871,153.38387096774193,0.7820838709677421,2699.3677419354835,623.8483870967743,127.55483870967741,2537.4096774193554,0.9283548387096775,60.53999999999999,9218.3,283.3,28.46,1.897
ND-001,2023-01,92.94225806451615,62.254838709677415,219.4483870967742,0.7799354838709677,2696.987096774193,627.7677419354839,138.6516129032258,2535.1709677419362,0.671483870967742,60.32806451612904,9204.1,274.5,28.48,1.794
ND-001,2023-02,80.50071428571428,56.353571428571435,200.6428571428571,0.7813607142857143,2693.596428571429,629.8714285714286,133.55714285714285,2531.9892857142863,0.6401071428571429,60.38428571428572,9193.4,276.6,28.56,1.856
ND-001,2023-03,90.37870967741935,61.30322580645162,213.7967741935484,0.7777677419354838,2686.954838709677,626.7129032258065,138.06129032258065,2525.7419354838707,0.6813225806451613,60.31354838709678,9214.7,283.1,28.18,1.897
ND-001,2023-04,70.55099999999999,50.83000000000001,182.93999999999994,0.7837633333333334,2685.9700000000003,634.52,130.62,2524.8066666666664,0.6073000000000001,60.43866666666667,9195.9,284.9,28.31,1.811
ND-001,2023-05,26.82741935483871,27.22258064516129,97.23870967741932,0.7817193548387098,2686.8741935483868,631.3096774193548,116.51935483870969,2525.6612903225805,1.0401612903225808,60.533548387096765,9226.8,281.8,28.37,1.898
ND-001,2023-06,16.102,18.63,65.62666666666668,0.7801033333333334,2679.0033333333336,618.8566666666665,110.26666666666665,2518.256666666666,1.0982666666666667,60.55766666666666,9200.0,288.7,29.06,1.779
ND-001,2023-07,24.421290322580642,25.4,89.75483870967744,0.7790354838709678,2674.0129032258064,631.0483870967741,114.53225806451613,2513.5774193548395,1.013774193548387,60.523225806451606,9189.5,276.5,28.49,1.857
ND-001,2023-08,14.03225806451613,16.945161290322584,60.42580645161291,0.7803419354838708,2667.138709677419,627.4935483870968,110.46774193548389,2507.1161290322584,1.0799032258064514,60.56322580645161,9220.7,290.8,28.32,1.892
ND-001,2023-09,15.0,17.16666666666667,60.743333333333325,0.7786266666666666,2669.22,620.95,110.89999999999999,2509.0666666666666,1.1442,60.53999999999999,9203.9,283.3,28.4,1.881
ND-001,2023-10,14.516129032258064,16.78387096774193,60.06129032258065,0.7808967741935481,2661.6967741935478,629.7903225806452,109.24193548387093,2501.9935483870963,1.0980000000000003,60.55612903225804,9219.3,278.4,28.97,1.694
ND-001,2023-11,15.0,16.643333333333334,59.483333333333334,0.7803500000000001,2659.6,625.9333333333335,120.02666666666666,2500.016666666666,1.1098,60.53833333333332,9216.0,274.4,28.27,1.786
ND-001,2023-12,13.584193548387097,16.167741935483868,56.71935483870967,0.7781677419354839,2649.948387096774,624.941935483871,116.94516129032262,2490.958064516129,1.0099032258064515,60.54451612903225,9188.5,280.7,28.55,1.691
ND-001,2024-01,65.96129032258065,46.42580645161289,163.4516129032258,0.7782741935483872,2647.9354838709673,619.8419354838709,130.86774193548388,2489.0645161290317,0.6241612903225807,60.39000000000001,9203.1,286.8,28.15,1.854
ND-001,2024-02,57.725862068965505,43.893103448275866,156.01379310344834,0.7801241379310347,2647.241379310344,624.358620689655,132.52068965517242,2488.403448275862,0.7299655172413795,60.410000000000004,9212.7,276.6,28.45,1.836
ND-001,2024-03,64.20806451612903,46.190322580645166,162.56129032258065,0.7793677419354837,2640.1903225806454,619.1774193548387,133.5096774193548,2481.78064516129,0.7224838709677421,60.364516129032275,9207.1,285.8,28.51,1.879
ND-001,2024-04,81.08400000000002,50.73999999999999,180.44333333333333,0.7788000000000002,2635.956666666666,624.89,137.20666666666665,2477.796666666667,0.6278666666666667,60.31033333333332,9201.9,284.9,28.54,1.908
ND-001,2024-05,30.138709677419353,26.34193548387097,92.49354838709675,0.7795645161290322,2633.193548387097,620.4838709677421,115.61290322580646,2475.1935483870966,0.9331290322580645,60.46225806451612,9222.1,296.2,28.97,1.832
ND-001,2024-06,15.0,15.699999999999998,55.236666666666665,0.7796099999999999,2627.99,622.4433333333333,111.28333333333337,2470.31,1.0470333333333335,60.49833333333333,9213.7,288.5,28.51,1.9
ND-001,2024-07,15.0,15.338709677419356,54.04193548387097,0.7792483870967744,2623.506451612903,623.1774193548388,111.72258064516133,2466.090322580645,1.0223870967741933,60.49258064516128,9188.2,281.3,28.58,1.845
ND-001,2024-08,14.516129032258064,14.799999999999999,53.42258064516128,0.7833806451612904,2622.4032258064517,624.8709677419354,109.43548387096774,2465.070967741936,0.9667419354838712,60.53612903225807,9219.8,275.4,28.89,1.776
ND-001,2024-09,15.0,14.933333333333332,53.74666666666666,0.7823600000000002,2617.0866666666666,624.6466666666668,109.58666666666666,2460.07,0.9947333333333331,60.519999999999996,9198.8,277.2,28.58,1.819
ND-001,2024-10,15.0,15.080645161290324,52.77419354838709,0.7776806451612903,2603.9096774193554,619.8387096774195,109.3741935483871,2447.6774193548385,1.0052258064516129,60.479677419354836,9194.5,272.9,28.42,1.76
ND-001,2024-11,14.5,14.716666666666665,50.78666666666666,0.7757266666666667,2609.5299999999997,624.6666666666664,118.85333333333337,2452.9633333333336,0.9592333333333333,60.45366666666667,9201.2,291.9,28.47,1.876
ND-001,2024-12,13.064516129032258,13.851612903225808,49.429032258064524,0.7794387096774195,2605.0225806451617,618.8516129032257,117.25806451612905,2448.716129032258,0.8394193548387096,60.54129032258064,9230.3,286.4,28.6,1.876
ND-002,2020-01,152.69258064516129,286.87741935483865,388.4129032258065,0.5757483870967742,2649.2225806451606,485.6741935483871,147.9806451612903,2490.2709677419357,1.878935483870968,58.52903225806451,8828.1,436.4,31.26,1.442
ND-002,2020-02,112.1506896551724,205.11034482758623,347.4034482758621,0.6285206896551725,2650.5448275862063,486.32068965517243,140.5275862068966,2491.520689655172,1.387379310344828,59.15172413793104,8817.4,420.6,31.24,1.41
ND-002,2020-03,143.13516129032257,208.4,425.39032258064503,0.671167741935484,2644.1193548387096,483.66774193548383,145.8838709677419,2485.4645161290327,1.4031290322580643,59.47806451612904,8832.0,429.2,30.67,1.552
ND-002,2020-04,156.21066666666667,191.6133333333333,450.81333333333333,0.7010866666666667,2633.3199999999997,481.01333333333343,151.19333333333333,2475.3233333333337,1.2281000000000004,59.73666666666667,8806.7,429.8,31.12,1.429
ND-002,2020-05,43.52064516129033,81.19032258064514,222.29677419354837,0.7357612903225809,2634.5064516129028,484.1903225806452,121.16451612903228,2476.4451612903226,2.0464838709677418,60.24516129032257,8826.4,426.9,31.12,1.485
ND-002,2020-06,18.275,37.16,117.73999999999998,0.75803,2627.9433333333345,484.1666666666667,112.98,2470.263333333334,2.2266999999999997,60.492333333333335,8811.8,422.1,31.18,1.37
ND-002,2020-07,34.53225806451613,56.86451612903225,194.46129032258062,0.7779419354838708,2625.7322580645164,486.141935483871,121.80645161290325,2468.1967741935487,1.8169032258064515,60.657419354838694,8811.4,426.2,30.89,1.492
ND-002,2020-08,14.516129032258064,27.0967741935484,106.99677419354838,0.7970225806451613,2621.932258064516,487.94193548387085,112.18387096774194,2464.6129032258063,1.760129032258065,60.87032258064518,8809.0,426.0,31.4,1.49
ND-002,2020-09,20.348333333333333,29.94666666666666,127.88666666666667,0.80698,2623.629999999999,482.01000000000016,113.64666666666669,2466.2066666666665,1.5853333333333333,60.95899999999999,8837.7,427.9,31.26,1.547
ND-002,2020-10,32.247419354838705,40.332258064516125,188.21290322580649,0.8255322580645159,2615.232258064516,484.57419354838714,118.88064516129032,2458.3129032258066,1.3564516129032262,61.10354838709677,8811.1,420.0,31.25,1.57
ND-002,2020-11,15.0,20.776666666666664,104.77999999999999,0.8353300000000001,2615.446666666668,485.5066666666666,119.07666666666668,2458.5199999999995,1.384766666666667,61.21000000000001,8828.7,428.4,30.97,1.433
ND-002,2020-12,22.60935483870968,24.35161290322581,130.7161290322581,0.8416225806451613,2605.0806451612907,482.2806451612904,121.9258064516129,2448.78064516129,1.2737419354838713,61.269032258064534,8818.5,423.3,30.93,1.413
ND-002,2021-01,101.40774193548387,75.66774193548387,405.8032258064517,0.8430806451612902,2601.967741935484,487.4935483870967,139.91612903225806,2445.851612903226,0.7195483870967742,61.149677419354845,8809.7,430.6,31.9,1.537
ND-002,2021-02,109.15392857142858,73.27857142857144,412.5999999999999,0.8502857142857143,2600.6214285714277,482.56785714285724,143.02142857142857,2444.5892857142862,0.6444642857142855,61.206785714285715,8819.5,423.3,30.95,1.428
ND-002,2021-03,114.50870967741932,70.48064516129033,414.9709677419355,0.8548870967741933,2596.716129032258,479.39677419354837,143.441935483871,2440.916129032258,0.5924838709677419,61.24032258064515,8822.8,423.8,31.24,1.456
ND-002,2021-04,114.86933333333333,67.56,417.98000000000013,0.8603466666666667,2593.0866666666666,487.45333333333326,141.48,2437.5,0.5887333333333334,61.274,8803.6,420.9,30.98,1.36
ND-002,2021-05,27.139032258064514,25.941935483870967,157.8322580645161,0.858767741935484,2584.912903225806,485.37419354838715,115.03548387096774,2429.8193548387094,0.9750000000000001,61.42451612903226,8819.1,422.5,30.97,1.416
ND-002,2021-06,17.65,16.643333333333334,107.86999999999999,0.8660233333333333,2585.12,486.60666666666657,111.67333333333333,2430.0099999999998,0.9934,61.494666666666674,8823.8,439.8,31.11,1.56
ND-002,2021-07,29.559032258064516,25.251612903225805,163.01935483870963,0.8676451612903225,2580.451612903225,480.6,116.76129032258065,2425.6225806451616,0.8643548387096772,61.496774193548376,8815.9,422.7,31.32,1.438
ND-002,2021-08,15.0,14.029032258064515,95.03548387096777,0.8705258064516128,2577.9161290322577,487.6967741935484,112.66129032258065,2423.2419354838717,0.9356129032258064,61.53064516129033,8822.5,420.4,31.54,1.468
ND-002,2021-09,21.101999999999997,15.860000000000005,111.78999999999999,0.87581,2576.393333333333,484.7200000000001,114.47,2421.81,0.8506333333333334,61.56666666666668,8830.9,424.5,30.98,1.442
ND-002,2021-10,33.960322580645155,24.132258064516122,169.7838709677419,0.8753580645161289,2569.9032258064517,487.9774193548388,117.46451612903225,2415.7096774193546,0.7836129032258063,61.53709677419355,8816.0,420.5,30.99,1.478
ND-002,2021-11,22.269333333333336,18.576666666666668,127.61999999999999,0.8731066666666667,2563.8733333333334,487.1766666666668,122.51666666666667,2410.033333333333,0.7928333333333336,61.538333333333334,8809.0,428.4,31.51,1.379
ND-002,2021-12,40.72612903225807,28.593548387096774,196.82580645161292,0.873148387096774,2559.81935483871,486.69032258064516,127.68387096774194,2406.2258064516122,0.6751935483870968,61.49967741935483,8824.3,424.8,30.89,1.44
ND-002,2022-01,110.78967741935485,49.906451612903226,358.1903225806452,0.876416129032258,2558.2064516129035,485.6387096774192,139.5677419354839,2404.7,0.43332258064516127,61.38967741935485,8812.9,419.3,31.09,1.381
ND-002,2022-02,107.73607142857144,48.46428571428572,355.31428571428575,0.8789999999999999,2550.121428571429,486.5499999999999,140.8785714285714,2397.1071428571427,0.45196428571428576,61.407142857142844,8827.9,424.2,30.98,1.454
ND-002,2022-03,117.13354838709675,49.958064516129035,357.41290322580653,0.877358064516129,2548.393548387097,487.8387096774194,141.51290322580644,2395.5000000000005,0.42709677419354847,61.3516129032258,8821.8,420.3,31.2,1.436
ND-002,2022-04,94.65400000000001,45.62,326.6633333333333,0.8779666666666668,2550.4566666666665,489.8666666666666,138.48999999999998,2397.433333333333,0.48239999999999983,61.400666666666666,8794.9,424.6,31.61,1.328
ND-002,2022-05,27.959032258064518,18.664516129032254,133.16129032258067,0.8782774193548386,2542.632258064516,486.3096774193548,115.34838709677419,2390.087096774194,0.7021935483870968,61.54129032258065,8809.4,417.7,31.1,1.518
ND-002,2022-06,17.761666666666667,12.593333333333332,88.03333333333333,0.8762833333333333,2540.4700000000003,481.69666666666666,111.40333333333336,2388.0333333333338,0.7535666666666666,61.530999999999985,8825.9,418.6,31.5,1.421
ND-002,2022-07,32.336451612903225,19.56129032258065,144.10645161290327,0.8785354838709678,2535.006451612903,485.00000000000006,117.6935483870968,2382.9032258064517,0.6686774193548387,61.53387096774193,8821.3,425.7,31.54,1.489
ND-002,2022-08,15.0,10.945161290322579,78.9516129032258,0.8778870967741936,2526.6032258064515,483.5741935483872,111.09999999999997,2374.993548387097,0.7294193548387098,61.55677419354838,8814.7,420.7,31.02,1.493
ND-002,2022-09,18.884333333333334,12.110000000000001,89.83999999999997,0.8797933333333332,2529.01,489.32999999999987,111.60999999999999,2377.2766666666666,0.6645333333333334,61.55366666666667,8818.2,429.4,31.23,1.387
ND-002,2022-10,24.386451612903222,15.422580645161293,112.7,0.879977419354839,2526.393548387097,484.5419354838708,111.86451612903227,2374.8129032258066,0.6296774193548386,61.553548387096775,8821.3,428.6,31.05,1.511
ND-002,2022-11,14.623333333333333,10.056666666666667,75.79666666666667,0.8826733333333332,2515.8166666666666,483.4000000000002,119.19333333333333,2364.8666666666672,0.6454000000000001,61.59366666666666,8815.9,415.6,31.11,1.53
ND-002,2022-12,28.17322580645161,15.996774193548388,120.84516129032258,0.8835580645161292,2516.7322580645164,480.9870967741935,124.03870967741936,2365.7225806451615,0.5992580645161291,61.56419354838709,8825.8,425.9,30.95,1.31
ND-002,2023-01,92.80225806451612,39.40967741935484,281.0903225806452,0.8769774193548387,2512.2612903225804,483.7225806451613,137.45806451612899,2361.5354838709677,0.42448387096774204,61.347741935483874,8825.9,429.1,31.54,1.453
ND-002,2023-02,90.28142857142855,37.80714285714286,276.25,0.8796750000000001,2513.0142857142855,487.24999999999994,135.0464285714286,2362.2321428571427,0.41935714285714293,61.37214285714286,8810.5,428.5,31.26,1.468
ND-002,2023-03,93.46967741935487,39.19677419354839,272.083870967742,0.8740258064516129,2507.7258064516122,484.76451612903224,136.2225806451613,2357.2677419354836,0.41925806451612896,61.301612903225795,8827.9,430.1,30.86,1.371
ND-002,2023-04,93.92999999999999,35.68333333333332,267.3566666666667,0.8826066666666667,2498.6266666666675,481.8666666666667,137.36,2348.7099999999996,0.3650666666666666,61.38166666666666,8807.0,428.0,31.74,1.43
ND-002,2023-05,24.74032258064516,13.729032258064514,101.06774193548387,0.8800290322580646,2491.93870967742,482.516129032258,113.55806451612902,2342.4129032258065,0.567258064516129,61.50451612903226,8802.0,422.3,30.64,1.444
ND-002,2023-06,16.968333333333334,10.063333333333334,73.21333333333334,0.8801566666666666,2494.813333333334,482.5733333333332,110.72666666666667,2345.13,0.5832333333333334,61.532333333333334,8831.9,429.7,31.3,1.463
ND-002,2023-07,26.69258064516129,14.238709677419358,103.0032258064516,0.8796258064516127,2489.7129032258067,488.71612903225804,115.24193548387096,2340.322580645162,0.540741935483871,61.48419354838709,8823.6,421.5,30.89,1.348
ND-002,2023-08,14.516129032258064,9.03225806451613,65.16774193548389,0.878958064516129,2482.6096774193547,485.66451612903217,109.89999999999999,2333.6548387096777,0.5871290322580646,61.50677419354838,8819.2,421.8,31.04,1.509
ND-002,2023-09,14.5,8.966666666666667,64.18999999999998,0.8774466666666666,2486.18,483.09999999999985,111.21666666666667,2337.016666666667,0.5797333333333333,61.499,8819.3,433.5,31.25,1.42
ND-002,2023-10,14.516129032258064,8.951612903225806,63.16129032258066,0.8754193548387097,2476.5774193548386,486.08709677419347,110.33870967741936,2327.974193548387,0.5831290322580643,61.47387096774193,8819.7,424.4,31.48,1.389
ND-002,2023-11,15.0,8.736666666666668,62.58333333333334,0.8778066666666666,2476.6966666666676,485.03000000000003,118.64666666666668,2328.0800000000004,0.5824666666666667,61.471999999999994,8823.6,432.9,31.03,1.433
ND-002,2023-12,14.03225806451613,8.425806451612903,60.70967741935484,0.8789612903225806,2466.9258064516134,483.10645161290324,115.9483870967742,2318.912903225807,0.5308387096774193,61.49935483870967,8805.8,412.9,30.83,1.454
ND-002,2024-01,86.9158064516129,30.193548387096772,221.91612903225803,0.879674193548387,2469.3129032258066,483.83870967741933,135.13870967741934,2321.158064516129,0.3203225806451612,61.31161290322579,8831.4,425.3,30.82,1.477
ND-002,2024-02,89.11137931034483,31.43103448275862,229.63448275862072,0.879596551724138,2460.8827586206894,488.7758620689655,136.33103448275867,2313.2344827586207,0.353551724137931,61.28068965517241,8808.2,430.8,31.41,1.432
ND-002,2024-03,87.23354838709677,28.7516129032258,221.57419354838711,0.8853354838709677,2454.470967741935,483.6677419354839,135.67741935483872,2307.203225806452,0.3180967741935483,61.35129032258064,8824.9,428.1,30.84,1.397
ND-002,2024-04,88.03833333333333,29.80666666666667,221.26333333333335,0.8809699999999999,2455.9333333333334,483.48333333333323,136.85333333333335,2308.5833333333335,0.3388333333333333,61.29233333333334,8826.0,426.8,31.17,1.535
ND-002,2024-05,26.820645161290322,12.496774193548385,90.38709677419354,0.881167741935484,2455.0806451612907,479.4225806451613,112.59354838709677,2307.767741935484,0.46716129032258075,61.47,8819.9,423.6,31.25,1.504
ND-002,2024-06,15.0,7.656666666666667,57.493333333333325,0.8823166666666665,2450.6266666666675,486.36333333333346,111.57666666666664,2303.57,0.5106666666666667,61.485333333333344,8832.7,410.5,31.09,1.435
ND-002,2024-07,15.0,7.787096774193549,56.40322580645162,0.8782580645161291,2446.206451612903,484.16774193548395,108.5741935483871,2299.4322580645157,0.5189677419354838,61.44612903225806,8821.2,432.3,31.56,1.439
ND-002,2024-08,14.516129032258064,7.532258064516128,55.06129032258064,0.8801322580645161,2442.470967741935,484.78064516129035,108.06129032258065,2295.9193548387098,0.4876451612903227,61.45935483870968,8811.4,436.1,31.24,1.437
ND-002,2024-09,14.0,7.430000000000002,53.24000000000001,0.8778666666666667,2439.316666666667,485.99666666666667,108.90666666666668,2292.9633333333336,0.46826666666666666,61.442666666666675,8812.2,420.0,31.51,1.411
ND-002,2024-10,15.0,7.322580645161289,53.819354838709685,0.8802806451612903,2432.690322580645,485.3354838709678,109.59354838709679,2286.729032258064,0.4882258064516129,61.4416129032258,8832.8,424.4,31.19,1.354
ND-002,2024-11,14.5,7.409999999999999,53.12333333333334,0.8778066666666667,2430.85,485.24999999999994,117.76666666666668,2285.0133333333333,0.4806999999999999,61.428333333333335,8825.7,423.5,31.32,1.377
ND-002,2024-12,14.521290322580645,6.993548387096774,52.574193548387086,0.882541935483871,2426.5806451612893,486.90000000000003,116.53225806451613,2280.983870967742,0.4541612903225806,61.466451612903214,8799.6,427.6,31.28,1.553
ND-003,2020-01,89.57096774193549,276.09032258064514,106.25483870967743,0.2779225806451613,3119.358064516129,893.8580645161287,140.27741935483874,2932.187096774194,3.0850967741935484,54.05903225806452,9783.7,195.5,35.96,0.936
ND-003,2020-02,85.40862068965518,242.71724137931034,122.2689655172414,0.3353931034482759,3114.2275862068964,890.8758620689657,137.92758620689656,2927.375862068966,2.7319310344827574,54.699999999999996,9800.2,195.2,35.96,0.941
ND-003,2020-03,95.17580645161289,228.05483870967743,143.92580645161289,0.3867322580645162,3115.190322580645,886.6806451612904,138.32258064516128,2928.2806451612905,2.404806451612904,55.24193548387097,9800.1,202.5,35.82,0.926
ND-003,2020-04,79.06700000000001,211.22666666666666,153.15000000000003,0.42056,3104.12,888.1899999999999,139.24999999999997,2917.866666666667,2.680333333333333,55.656666666666666,9779.0,198.6,36.12,0.934
ND-003,2020-05,32.51580645161291,120.22258064516129,98.75161290322579,0.4538967741935484,3111.8064516129043,891.2516129032258,117.0451612903226,2925.1032258064524,4.119000000000001,56.122580645161285,9780.7,196.1,35.29,0.955
ND-003,2020-06,16.418666666666667,69.35666666666667,64.46333333333334,0.48074333333333336,3102.3400000000006,893.3900000000001,110.02,2916.2033333333334,4.135833333333332,56.46166666666667,9779.9,190.2,35.31,0.999
ND-003,2020-07,27.18870967741936,92.41935483870968,95.77419354838709,0.5095322580645162,3095.441935483872,894.2516129032259,116.78064516129032,2909.7193548387095,3.790612903225806,56.75741935483871,9787.9,187.7,35.89,0.927
ND-003,2020-08,14.516129032258064,59.832258064516125,66.35483870967741,0.5260290322580646,3089.53870967742,895.9516129032259,111.57741935483872,2904.1677419354837,3.9270645161290334,56.94451612903226,9767.8,196.5,35.99,0.973
